date,open,high,low,close,prediction
04-10-2014,359.89,364.49,325.89,328.87,327.55
05-10-2014,328.92,341.8,289.3,320.51,330.49
06-10-2014,320.39,345.13,302.56,330.08,339.49
07-10-2014,330.58,339.25,320.48,336.19,349.29
08-10-2014,336.12,354.36,327.19,352.94,342.42
09-10-2014,352.75,382.73,347.69,365.03,345.49
10-10-2014,364.69,375.07,352.96,361.56,363.26
11-10-2014,361.36,367.19,355.95,362.3,366.92
12-10-2014,362.61,379.43,356.14,378.55,367.7
13-10-2014,377.92,397.23,368.9,390.41,423.56
14-10-2014,391.69,411.7,391.32,400.87,420.73
15-10-2014,400.95,402.23,388.77,394.77,397.82
16-10-2014,394.52,398.81,373.07,382.56,376.13
17-10-2014,382.76,385.48,375.39,383.76,387.88
18-10-2014,383.98,395.16,378.97,391.44,387.41
19-10-2014,391.25,393.94,386.46,389.55,375.2
20-10-2014,389.23,390.08,378.25,382.85,380.55
21-10-2014,382.42,392.65,380.83,386.48,357.84
22-10-2014,386.12,388.58,382.25,383.16,350.85
23-10-2014,382.96,385.05,356.45,358.42,352.92
24-10-2014,358.59,364.35,353.3,358.35,367.57
25-10-2014,358.61,359.86,342.88,347.27,376.9
26-10-2014,347.49,359.22,343.93,354.7,375.35
27-10-2014,354.78,358.63,349.81,352.99,368.37
28-10-2014,353.21,359.98,352.68,357.62,369.67
29-10-2014,357.09,357.83,335.34,335.59,376.45
30-10-2014,335.71,350.91,335.07,345.3,375.49
31-10-2014,345.01,348.05,337.14,338.32,378.05
01-11-2014,338.65,340.53,321.05,325.75,379.24
02-11-2014,326.08,329.05,320.63,325.89,381.32
03-11-2014,325.57,334,325.48,327.55,375.01
04-11-2014,327.16,331.77,325.08,330.49,369.6
05-11-2014,330.68,343.37,330.68,339.49,376.85
06-11-2014,339.46,352.97,338.42,349.29,374.79
07-11-2014,349.82,352.73,341.78,342.42,375.1
08-11-2014,342.15,347.03,342.15,345.49,361.91
09-11-2014,345.38,363.63,344.26,363.26,352.22
10-11-2014,362.27,374.82,357.56,366.92,346.36
11-11-2014,365.86,371.31,363.73,367.7,350.51
12-11-2014,367.98,429.72,367.98,423.56,352.54
13-11-2014,427.27,457.09,401.12,420.73,347.38
14-11-2014,418.42,419.25,384.79,397.82,351.63
15-11-2014,399.65,405.53,371.01,376.13,345.35
16-11-2014,374.73,390.8,374.6,387.88,327.06
17-11-2014,388.35,410.2,377.5,387.41,319.78
18-11-2014,387.79,392.4,371.12,375.2,311.4
19-11-2014,373.9,386.48,373.9,380.55,317.84
20-11-2014,380.31,382.02,356.78,357.84,329.96
21-11-2014,357.88,357.88,344.11,350.85,320.84
22-11-2014,351.6,364.84,350.88,352.92,331.89
23-11-2014,353.17,370.85,353.17,367.57,334.57
24-11-2014,366.95,387.21,366.67,376.9,322.53
25-11-2014,376.89,394.7,374.78,375.35,319.01
26-11-2014,376.02,377.7,365.82,368.37,327.92
27-11-2014,370.5,373.99,368.28,369.67,315.86
28-11-2014,369.37,382.84,358.45,376.45,317.24
29-11-2014,376.15,387.6,372.14,375.49,312.67
30-11-2014,375.51,382.53,373.31,378.05,310.74
01-12-2014,378.25,383.66,376.67,379.24,320.19
02-12-2014,379.25,384.04,377.86,381.32,314.25
03-12-2014,381.72,383.03,374.35,375.01,315.03
04-12-2014,375.72,378.65,367.76,369.6,281.08
05-12-2014,369.44,379.19,365.76,376.85,264.2
06-12-2014,376.76,378.45,370.95,374.79,274.47
07-12-2014,374.84,376.29,373.27,375.1,286.19
08-12-2014,374.96,376.03,361.89,361.91,294.34
09-12-2014,361.89,363.07,344.95,352.22,283.35
10-12-2014,352.2,352.38,346.36,346.36,290.41
11-12-2014,344.34,361.36,338.76,350.51,274.8
12-12-2014,350.83,352.98,349.29,352.54,265.66
13-12-2014,352.38,352.38,346.59,347.38,267.8
14-12-2014,346.73,353.32,345.42,351.63,225.86
15-12-2014,351.36,351.82,344.93,345.35,178.1
16-12-2014,345.67,345.86,327.06,327.06,209.84
17-12-2014,326.86,333.95,315.15,319.78,208.1
18-12-2014,319.79,323.71,304.23,311.4,199.26
19-12-2014,311.18,318.53,306.77,317.84,210.34
20-12-2014,317.62,330.33,316.04,329.96,214.86
21-12-2014,329.54,329.63,318.9,320.84,211.32
22-12-2014,321.07,334.12,320.42,331.89,226.9
23-12-2014,332.02,336.29,329.6,334.57,233.41
24-12-2014,334.39,334.74,321.36,322.53,232.88
25-12-2014,322.29,322.67,316.96,319.01,247.85
26-12-2014,319.15,331.42,316.63,327.92,253.72
27-12-2014,327.58,328.91,312.63,315.86,273.47
28-12-2014,316.16,320.03,311.08,317.24,263.48
29-12-2014,317.7,320.27,312.31,312.67,233.91
30-12-2014,312.72,314.81,309.37,310.74,233.51
31-12-2014,310.91,320.19,310.21,320.19,226.43
01-01-2015,320.43,320.43,314,314.25,217.46
02-01-2015,314.08,315.84,313.57,315.03,226.97
03-01-2015,314.85,315.15,281.08,281.08,238.23
04-01-2015,281.15,287.23,257.61,264.2,227.27
05-01-2015,265.08,278.34,265.08,274.47,226.85
06-01-2015,274.61,287.55,272.7,286.19,217.11
07-01-2015,286.08,298.75,283.08,294.34,222.27
08-01-2015,294.14,294.14,282.17,283.35,227.75
09-01-2015,282.38,291.11,280.53,290.41,223.41
10-01-2015,287.3,288.13,273.97,274.8,220.11
11-01-2015,274.61,279.64,265.04,265.66,219.84
12-01-2015,266.15,272.2,265.2,267.8,219.18
13-01-2015,267.39,268.28,219.91,225.86,221.76
14-01-2015,223.89,223.89,171.51,178.1,235.43
15-01-2015,176.9,229.07,176.9,209.84,257.32
16-01-2015,209.07,221.59,199.77,208.1,234.82
17-01-2015,207.83,211.73,194.88,199.26,233.84
18-01-2015,200.05,218.7,194.51,210.34,243.61
19-01-2015,211.47,216.73,207.32,214.86,236.33
20-01-2015,212.91,215.24,205.15,211.32,240.28
21-01-2015,211.38,227.79,211.21,226.9,243.78
22-01-2015,227.32,237.02,226.43,233.41,244.53
23-01-2015,233.52,234.85,225.2,232.88,235.98
24-01-2015,232.7,248.21,230.02,247.85,238.89
25-01-2015,247.35,255.07,243.89,253.72,238.74
26-01-2015,254.08,309.38,254.08,273.47,237.47
27-01-2015,273.17,275.48,250.65,263.48,236.43
28-01-2015,263.35,266.54,227.05,233.91,253.83
29-01-2015,233.35,238.71,220.71,233.51,254.26
30-01-2015,232.77,242.85,225.84,226.43,260.2
31-01-2015,226.44,233.5,216.31,217.46,275.67
01-02-2015,216.87,231.57,212.01,226.97,281.7
02-02-2015,226.49,242.18,222.66,238.23,273.09
03-02-2015,237.45,245.96,224.48,227.27,276.18
04-02-2015,227.51,230.06,221.11,226.85,272.72
05-02-2015,227.66,239.4,214.73,217.11,276.26
06-02-2015,216.92,230.51,216.23,222.27,274.35
07-02-2015,222.63,230.3,222.61,227.75,289.61
08-02-2015,227.69,229.44,221.08,223.41,291.76
09-02-2015,223.39,223.98,217.02,220.11,296.38
10-02-2015,220.28,221.81,215.33,219.84,294.35
11-02-2015,219.73,223.41,218.07,219.18,285.34
12-02-2015,219.21,222.2,217.61,221.76,281.89
13-02-2015,221.97,240.26,221.26,235.43,286.39
14-02-2015,235.53,259.81,235.53,257.32,290.59
15-02-2015,257.51,265.61,227.68,234.82,285.51
16-02-2015,234.82,239.52,229.02,233.84,256.3
17-02-2015,233.42,245.77,232.31,243.61,260.93
18-02-2015,243.78,244.25,232.34,236.33,261.75
19-02-2015,236.41,242.67,235.59,240.28,260.02
20-02-2015,240.25,247.1,239.3,243.78,267.96
21-02-2015,243.75,255.32,243.18,244.53,266.74
22-02-2015,244.54,246.39,233.85,235.98,245.6
23-02-2015,235.99,240.11,232.42,238.89,246.2
24-02-2015,239,239.9,236.4,238.74,248.53
25-02-2015,238.89,239.34,235.53,237.47,247.03
26-02-2015,237.34,237.71,234.26,236.43,252.8
27-02-2015,236.44,256.65,236.44,253.83,242.71
28-02-2015,253.52,254.69,249.48,254.26,247.53
01-03-2015,254.28,261.66,245.93,260.2,244.22
02-03-2015,260.36,276.3,258.31,275.67,247.27
03-03-2015,275.05,285.8,268.16,281.7,253.01
04-03-2015,281.99,284.23,268.13,273.09,254.32
05-03-2015,272.74,281.67,264.77,276.18,253.7
06-03-2015,275.6,277.61,270.02,272.72,260.6
07-03-2015,272.29,277.85,270.13,276.26,255.49
08-03-2015,276.43,277.86,272.57,274.35,253.18
09-03-2015,274.81,292.7,273.89,289.61,245.02
10-03-2015,289.86,300.04,289.74,291.76,243.68
11-03-2015,291.52,297.39,290.51,296.38,236.07
12-03-2015,296.13,297.09,292.41,294.35,236.55
13-03-2015,294.12,294.5,285.34,285.34,236.15
14-03-2015,284.44,286.34,280.98,281.89,224.59
15-03-2015,281.42,286.53,281,286.39,219.16
16-03-2015,285.68,294.11,285.68,290.59,223.83
17-03-2015,290.6,292.36,284.37,285.51,228.57
18-03-2015,285.07,285.34,249.87,256.3,222.88
19-03-2015,255.88,264.24,248.64,260.93,223.36
20-03-2015,260.96,264.85,259.16,261.75,222.6
21-03-2015,261.64,262.2,255.65,260.02,224.63
22-03-2015,259.92,269.75,259.59,267.96,235.27
23-03-2015,267.89,277.3,261.74,266.74,234.18
24-03-2015,266.58,267,244.15,245.6,236.46
25-03-2015,247.47,249.19,236.51,246.2,231.27
26-03-2015,246.28,254.35,244.9,248.53,226.39
27-03-2015,248.57,256.81,245.21,247.03,219.43
28-03-2015,246.98,254.21,246.98,252.8,229.29
29-03-2015,252.74,253.14,240.85,242.71,225.85
30-03-2015,242.88,249.24,239.21,247.53,225.81
31-03-2015,247.45,248.73,242.74,244.22,236.15
01-04-2015,244.22,247.54,241.16,247.27,232.08
02-04-2015,247.09,254.46,245.42,253.01,234.93
03-04-2015,253.07,256.04,251.88,254.32,240.36
04-04-2015,254.29,255.26,251.1,253.7,239.02
05-04-2015,253.76,260.67,251.94,260.6,236.12
06-04-2015,260.72,261.8,254.57,255.49,229.78
07-04-2015,255.27,255.8,252.21,253.18,237.33
08-04-2015,253.06,253.85,244.21,245.02,243.86
09-04-2015,244.75,246.12,239.4,243.68,241.83
10-04-2015,243.69,243.69,232.77,236.07,240.3
11-04-2015,236.02,239.54,234.18,236.55,242.16
12-04-2015,236.54,237.73,233.49,236.15,241.11
13-04-2015,235.95,236.93,222,224.59,236.38
14-04-2015,224.76,224.98,216.32,219.16,236.93
15-04-2015,219.07,223.83,218.65,223.83,237.6
16-04-2015,223.92,229.67,223.92,228.57,236.15
17-04-2015,228.57,228.91,221.94,222.88,236.8
18-04-2015,222.85,224.32,220.88,223.36,233.13
19-04-2015,223.46,226.35,222.37,222.6,231.95
20-04-2015,222.61,226.35,221.98,224.63,234.02
21-04-2015,224.62,235.27,224.3,235.27,235.34
22-04-2015,235.6,237.91,233.48,234.18,240.35
23-04-2015,234.05,236.48,233.2,236.46,238.87
24-04-2015,235.97,236.3,229.93,231.27,240.95
25-04-2015,231.24,232.56,226.34,226.39,237.11
26-04-2015,226.41,226.94,214.87,219.43,237.12
27-04-2015,219.43,233.3,218.02,229.29,237.28
28-04-2015,228.97,229.49,223.07,225.85,237.41
29-04-2015,225.59,227.04,223.43,225.81,237.1
30-04-2015,225.69,239.56,224.99,236.15,233.35
01-05-2015,235.94,238.97,232.08,232.08,230.19
02-05-2015,232.34,235.73,232.34,234.93,222.93
03-05-2015,234.88,243.24,234.08,240.36,225.8
04-05-2015,240.36,242.64,237.81,239.02,225.87
05-05-2015,238.85,239.2,232.05,236.12,224.32
06-05-2015,236.25,236.45,229.23,229.78,224.95
07-05-2015,229.66,239.1,228.57,237.33,225.62
08-05-2015,237.2,246.27,236.27,243.86,222.88
09-05-2015,243.77,247.8,239.64,241.83,228.49
10-05-2015,241.73,244.07,238.85,240.3,229.05
11-05-2015,240.3,244.27,239.38,242.16,228.8
12-05-2015,242.15,242.88,240.1,241.11,229.71
13-05-2015,241.4,243.7,235.04,236.38,229.98
14-05-2015,236.21,237.8,234.06,236.93,232.4
15-05-2015,236.96,238.75,236.79,237.6,233.54
16-05-2015,237.64,237.7,235.29,236.15,236.82
17-05-2015,236.01,238.02,236.01,236.8,250.9
18-05-2015,236.89,237.21,232.46,233.13,249.28
19-05-2015,233.04,234.15,231.82,231.95,249.01
20-05-2015,231.89,234.68,231.84,234.02,244.61
21-05-2015,234.02,236.24,233.84,235.34,245.21
22-05-2015,235.32,240.97,235.06,240.35,243.94
23-05-2015,240.29,241.02,238.69,238.87,246.99
24-05-2015,238.98,241.98,238.81,240.95,244.3
25-05-2015,240.93,241.02,236.64,237.11,240.51
26-05-2015,237.1,238.24,235.69,237.12,242.8
27-05-2015,237.07,238.64,236.7,237.28,243.59
28-05-2015,237.26,237.82,236.65,237.41,250.99
29-05-2015,237.38,237.52,235.73,237.1,249.01
30-05-2015,237.09,237.09,232.05,233.35,257.06
31-05-2015,233.13,233.25,229.54,230.19,263.07
01-06-2015,230.23,231.71,221.3,222.93,258.62
02-06-2015,222.89,226.42,222.42,225.8,255.41
03-06-2015,225.74,227.4,223.93,225.87,256.34
04-06-2015,225.77,226.58,224.05,224.32,260.89
05-06-2015,224.15,225.97,223.18,224.95,271.91
06-06-2015,225.01,225.72,224.38,225.62,269.03
07-06-2015,225.6,226.19,222.65,222.88,266.21
08-06-2015,222.88,229.46,222.84,228.49,270.79
09-06-2015,228.54,230.95,227.93,229.05,269.23
10-06-2015,228.99,229.78,228.01,228.8,284.89
11-06-2015,228.85,230.29,228.77,229.71,293.11
12-06-2015,229.71,231.06,229.31,229.98,310.87
13-06-2015,229.92,232.65,229.21,232.4,292.05
14-06-2015,232.44,234.86,232,233.54,287.46
15-06-2015,233.42,237.84,233.42,236.82,285.83
16-06-2015,236.76,251.74,236.12,250.9,278.09
17-06-2015,250.82,256.85,246.48,249.28,279.47
18-06-2015,249.43,252.11,244.13,249.01,274.9
19-06-2015,249.04,250.98,243.79,244.61,273.61
20-06-2015,244.53,245.83,240.63,245.21,278.98
21-06-2015,245.1,245.22,241.88,243.94,275.83
22-06-2015,243.97,247.92,243.78,246.99,277.22
23-06-2015,246.93,247.3,243.13,244.3,276.05
24-06-2015,244.28,244.34,240.51,240.51,288.28
25-06-2015,240.37,243.33,240.37,242.8,288.7
26-06-2015,242.6,243.75,241.55,243.59,292.69
27-06-2015,243.55,251.34,243.12,250.99,293.62
28-06-2015,250.96,251.17,247.43,249.01,294.43
29-06-2015,248.72,257.17,248.58,257.06,289.59
30-06-2015,257.04,267.87,255.95,263.07,287.72
01-07-2015,263.35,265.17,255.77,258.62,284.65
02-07-2015,258.55,261.63,254.12,255.41,281.6
03-07-2015,255.46,257.08,253.51,256.34,282.61
04-07-2015,256.49,261.46,254.2,260.89,281.23
05-07-2015,260.8,274.51,258.7,271.91,285.22
06-07-2015,271.11,277.42,267.6,269.03,281.88
07-07-2015,269.96,271.34,264.83,266.21,278.58
08-07-2015,265.98,272.97,264.39,270.79,279.58
09-07-2015,270.83,272.33,267.09,269.23,261
10-07-2015,269.16,294.59,268.8,284.89,265.08
11-07-2015,284.88,298.51,283.53,293.11,264.47
12-07-2015,293.14,314.39,292.51,310.87,270.39
13-07-2015,310.83,310.95,281.01,292.05,266.38
14-07-2015,292.03,296.15,286.64,287.46,264.08
15-07-2015,288.05,293.25,285.37,285.83,265.68
16-07-2015,286.04,291.18,275.24,278.09,261.55
17-07-2015,278.09,280.28,272.04,279.47,258.51
18-07-2015,279.33,282.53,274.08,274.9,257.98
19-07-2015,274.77,275.67,272.51,273.61,211.08
20-07-2015,273.5,278.98,272.96,278.98,226.68
21-07-2015,278.88,280.55,275.42,275.83,235.35
22-07-2015,275.66,277.67,274.38,277.22,232.57
23-07-2015,277.34,278.11,275.72,276.05,230.39
24-07-2015,276.01,289.25,275.25,288.28,228.17
25-07-2015,288.16,290.73,286,288.7,210.49
26-07-2015,288.64,293.05,287.71,292.69,221.61
27-07-2015,292.64,297.77,287.45,293.62,225.83
28-07-2015,293.63,296.65,293.42,294.43,224.77
29-07-2015,294.48,294.54,288.78,289.59,231.4
30-07-2015,289.1,290.13,286.57,287.72,229.78
31-07-2015,287.7,288.96,282.34,284.65,228.76
01-08-2015,284.69,284.93,278.11,281.6,230.06
02-08-2015,280.45,283.03,277.53,282.61,228.12
03-08-2015,282.81,285.47,280.23,281.23,229.28
04-08-2015,281.23,285.71,281.23,285.22,227.18
05-08-2015,284.85,285.5,281.49,281.88,230.3
06-08-2015,281.91,281.91,278.4,278.58,235.02
07-08-2015,278.74,280.39,276.37,279.58,239.84
08-08-2015,279.74,279.93,260.71,261,239.85
09-08-2015,261.12,267,260.47,265.08,243.61
10-08-2015,265.48,267.03,262.6,264.47,238.17
11-08-2015,264.34,270.39,264.09,270.39,238.48
12-08-2015,270.6,270.67,265.47,266.38,240.11
13-08-2015,266.18,266.23,262.84,264.08,235.23
14-08-2015,264.13,267.47,261.48,265.68,230.51
15-08-2015,265.53,266.67,261.3,261.55,230.64
16-08-2015,261.87,262.44,257.04,258.51,230.3
17-08-2015,258.49,260.51,257.12,257.98,229.09
18-08-2015,257.93,257.99,211.08,211.08,229.81
19-08-2015,225.67,237.41,222.77,226.68,232.98
20-08-2015,226.9,237.37,226.9,235.35,231.49
21-08-2015,235.35,236.43,231.72,232.57,231.21
22-08-2015,232.66,234.96,222.7,230.39,227.09
23-08-2015,230.38,232.71,225.58,228.17,230.62
24-08-2015,228.11,228.14,210.44,210.49,230.28
25-08-2015,210.07,226.32,199.57,221.61,234.53
26-08-2015,222.08,231.18,220.2,225.83,235.14
27-08-2015,226.05,228.64,223.68,224.77,234.34
28-08-2015,224.7,235.22,220.93,231.4,232.76
29-08-2015,231.55,233.22,227.33,229.78,239.14
30-08-2015,229.9,232.07,226.25,228.76,236.69
31-08-2015,229.11,231.96,225.91,230.06,236.06
01-09-2015,230.26,231.22,226.86,228.12,237.55
02-09-2015,228.03,230.58,226.48,229.28,237.29
03-09-2015,229.32,229.6,226.67,227.18,238.73
04-09-2015,227.21,230.9,227.05,230.3,238.26
05-09-2015,230.2,236.14,229.44,235.02,240.38
06-09-2015,234.87,242.91,234.68,239.84,246.06
07-09-2015,239.93,242.11,238.72,239.85,242.97
08-09-2015,239.85,245.78,239.68,243.61,242.3
09-09-2015,243.41,244.42,237.82,238.17,243.93
10-09-2015,238.34,241.29,235.79,238.48,244.94
11-09-2015,238.33,241.17,238.33,240.11,247.05
12-09-2015,239.85,240.12,234.75,235.23,245.31
13-09-2015,235.24,235.93,229.33,230.51,249.51
14-09-2015,230.61,232.44,227.96,230.64,251.99
15-09-2015,230.49,259.18,229.82,230.3,254.32
16-09-2015,230.25,231.21,227.4,229.09,262.87
17-09-2015,229.08,230.29,228.93,229.81,270.64
18-09-2015,233.52,234.35,232.18,232.98,261.64
19-09-2015,232.86,233.21,231.09,231.49,263.44
20-09-2015,231.4,232.37,230.91,231.21,269.46
21-09-2015,231.22,231.22,226.52,227.09,266.27
22-09-2015,226.97,232.39,225.12,230.62,274.02
23-09-2015,230.94,231.84,229.59,230.28,276.5
24-09-2015,230.36,235.65,230.29,234.53,281.65
25-09-2015,234.36,237.43,233.68,235.14,283.68
26-09-2015,235.08,235.4,233.36,234.34,285.3
27-09-2015,234.14,234.53,232.48,232.76,293.79
28-09-2015,232.84,239.34,232.47,239.14,304.62
29-09-2015,239.02,239.8,235.93,236.69,313.86
30-09-2015,236.64,237.73,235.63,236.06,328.02
01-10-2015,236,238.45,235.62,237.55,314.17
02-10-2015,237.26,238.54,236.6,237.29,325.43
03-10-2015,237.2,239.32,236.94,238.73,361.19
04-10-2015,238.53,238.97,237.94,238.26,403.42
05-10-2015,238.15,240.38,237.04,240.38,411.56
06-10-2015,240.36,246.93,240.14,246.06,386.35
07-10-2015,246.17,246.68,242.59,242.97,374.47
08-10-2015,243.07,244.25,242.18,242.3,386.48
09-10-2015,242.5,244.23,242.12,243.93,373.37
10-10-2015,243.74,245.32,243.07,244.94,380.26
11-10-2015,244.74,247.24,244.15,247.05,336.82
12-10-2015,246.88,247.45,245.18,245.31,311.08
13-10-2015,245.2,250.24,243.76,249.51,338.15
14-10-2015,249.49,254.27,248.9,251.99,336.75
15-10-2015,252.11,255.96,252.05,254.32,332.91
16-10-2015,254.3,266.14,253.93,262.87,320.17
17-10-2015,262.75,273.58,262.37,270.64,330.75
18-10-2015,270.91,271.67,260.78,261.64,335.09
19-10-2015,261.86,264.82,260.95,263.44,334.59
20-10-2015,263.57,270.83,263.23,269.46,326.15
21-10-2015,269.31,270.77,263.84,266.27,322.02
22-10-2015,266.5,276.51,266.14,274.02,326.93
23-10-2015,273.65,278.68,273.54,276.5,324.54
24-10-2015,276.5,281.71,276.5,281.65,323.05
25-10-2015,281.45,294.06,281.45,283.68,320.05
26-10-2015,283.63,285.3,280.51,285.3,328.21
27-10-2015,285.18,296.21,285.01,293.79,352.68
28-10-2015,293.7,306.33,293.7,304.62,358.04
29-10-2015,304.32,318.17,301.82,313.86,357.38
30-10-2015,313.94,334.17,313.94,328.02,371.29
31-10-2015,328.51,332.78,309.25,314.17,377.32
01-11-2015,315.01,327.47,311.88,325.43,362.49
02-11-2015,325.94,365.36,323.21,361.19,359.19
03-11-2015,361.87,417.9,357.65,403.42,361.05
04-11-2015,403.66,495.56,380.55,411.56,363.18
05-11-2015,408.08,447.56,374.58,386.35,388.95
06-11-2015,388.05,395.84,354.02,374.47,388.78
07-11-2015,374.27,390.59,372.43,386.48,395.54
08-11-2015,384.28,389.89,368.7,373.37,415.56
09-11-2015,374.32,385.28,362.89,380.26,417.56
10-11-2015,379.98,381.39,329.11,336.82,415.48
11-11-2015,339.82,340.58,301,311.08,451.94
12-11-2015,314.08,345.08,313.36,338.15,435
13-11-2015,338.5,340.91,326.08,336.75,433.76
14-11-2015,336.62,338.18,329.97,332.91,444.18
15-11-2015,333.05,334.66,317.49,320.17,465.32
16-11-2015,319.73,331.63,315.9,330.75,454.93
17-11-2015,330.36,338.35,329.61,335.09,456.08
18-11-2015,334.59,336.53,330.64,334.59,463.62
19-11-2015,334.68,335.33,325.27,326.15,462.32
20-11-2015,326.41,326.47,312.22,322.02,442.68
21-11-2015,322.09,328.16,319.6,326.93,438.64
22-11-2015,326.98,327.01,321.26,324.54,436.57
23-11-2015,324.35,325.12,321.29,323.05,442.4
24-11-2015,323.01,323.06,318.12,320.05,454.98
25-11-2015,320.05,329.13,316.77,328.21,455.65
26-11-2015,328.3,366.76,328.23,352.68,417.27
27-11-2015,351.86,363.59,347.87,358.04,422.82
28-11-2015,357.14,359.54,352.17,357.38,422.28
29-11-2015,357.47,371.94,355.67,371.29,432.98
30-11-2015,371.44,382.36,370.38,377.32,426.62
01-12-2015,377.41,378.93,356.56,362.49,430.57
02-12-2015,361.85,362.23,349.46,359.19,434.33
03-12-2015,359.33,370.27,357.41,361.05,433.44
04-12-2015,361.26,363.52,355.76,363.18,430.01
05-12-2015,363.72,389.79,363.23,388.95,433.09
06-12-2015,389.55,402.81,387.09,388.78,431.96
07-12-2015,389.98,399.97,385.41,395.54,429.11
08-12-2015,395.75,415.56,389.95,415.56,458.05
09-12-2015,414.44,423.12,406.29,417.56,453.23
10-12-2015,417.99,419.51,411.55,415.48,447.61
11-12-2015,415.28,451.94,415.28,451.94,447.99
12-12-2015,452.33,469.1,410.74,435,448.43
13-12-2015,431.66,441.68,426.27,433.76,435.69
14-12-2015,433.27,447.14,430.46,444.18,432.37
15-12-2015,443.88,465.32,443.88,465.32,430.31
16-12-2015,465.21,465.21,443.85,454.93,364.33
17-12-2015,454.78,457.86,448.86,456.08,387.54
18-12-2015,455.85,465.18,454.94,463.62,382.3
19-12-2015,463.55,465.58,456.77,462.32,387.17
20-12-2015,462.23,462.64,434.34,442.68,380.15
21-12-2015,442.84,444.73,427.31,438.64,420.23
22-12-2015,437.44,443.69,435.52,436.57,410.26
23-12-2015,436.72,444.53,436.62,442.4,382.49
24-12-2015,443.09,458.46,443.08,454.98,387.49
25-12-2015,454.86,458.3,452.08,455.65,402.97
26-12-2015,455.76,457.49,405.76,417.27,391.73
27-12-2015,416.51,424.01,408.88,422.82,392.15
28-12-2015,423.34,429.77,418.48,422.28,394.97
29-12-2015,422.1,432.98,420.63,432.98,380.29
30-12-2015,433.3,434.39,422.08,426.62,379.47
31-12-2015,425.88,432.92,418.73,430.57,378.26
01-01-2016,430.72,436.25,427.52,434.33,368.77
02-01-2016,434.62,436.06,431.87,433.44,373.06
03-01-2016,433.58,433.74,424.71,430.01,374.45
04-01-2016,430.06,434.52,429.08,433.09,369.95
05-01-2016,433.07,434.18,429.68,431.96,389.59
06-01-2016,431.86,431.86,426.34,429.11,386.55
07-01-2016,430.01,458.77,429.08,458.05,376.52
08-01-2016,457.54,462.93,447.94,453.23,376.62
09-01-2016,453.38,454.64,446.89,447.61,373.45
10-01-2016,448.24,448.31,440.35,447.99,376.03
11-01-2016,448.7,450.66,443.86,448.43,381.65
12-01-2016,448.18,448.18,435.69,435.69,379.65
13-01-2016,434.67,435.19,424.44,432.37,384.26
14-01-2016,432.29,433.32,427.85,430.31,391.86
15-01-2016,430.26,430.26,364.33,364.33,407.23
16-01-2016,365.07,390.56,354.91,387.54,400.18
17-01-2016,387.15,390.96,380.09,382.3,407.49
18-01-2016,381.73,388.1,376.67,387.17,416.32
19-01-2016,387.03,387.73,378.97,380.15,422.37
20-01-2016,379.74,425.27,376.6,420.23,420.79
21-01-2016,419.63,422.88,406.3,410.26,437.16
22-01-2016,409.75,410.41,375.28,382.49,438.8
23-01-2016,382.43,394.54,381.98,387.49,437.75
24-01-2016,388.1,405.48,387.51,402.97,420.74
25-01-2016,402.32,402.32,388.55,391.73,424.95
26-01-2016,392,397.77,390.58,392.15,424.54
27-01-2016,392.44,396.84,391.78,394.97,432.15
28-01-2016,395.15,395.5,379.73,380.29,432.52
29-01-2016,380.11,384.38,365.45,379.47,433.5
30-01-2016,378.86,380.92,376.49,378.26,437.7
31-01-2016,378.29,380.35,367.83,368.77,435.12
01-02-2016,369.35,378.07,367.96,373.06,423.99
02-02-2016,372.92,375.88,372.92,374.45,421.65
03-02-2016,374.65,374.95,368.05,369.95,410.94
04-02-2016,370.17,391.61,369.99,389.59,400.57
05-02-2016,388.9,391.09,385.57,386.55,407.71
06-02-2016,386.59,386.63,372.39,376.52,414.32
07-02-2016,376.51,380.87,374.9,376.62,413.97
08-02-2016,376.76,379.88,373.33,373.45,414.86
09-02-2016,373.42,377.25,372.9,376.03,417.13
10-02-2016,376.15,385.48,375.78,381.65,421.69
11-02-2016,382.11,383.13,376.4,379.65,411.62
12-02-2016,379.69,384.95,379.6,384.26,414.07
13-02-2016,384.64,391.86,384.64,391.86,416.44
14-02-2016,392.93,407.23,392.93,407.23,416.83
15-02-2016,407.57,410.38,397.75,400.18,417.01
16-02-2016,401.43,408.95,401.43,407.49,420.62
17-02-2016,407.66,421.17,406.78,416.32,409.55
18-02-2016,416.57,426,415.64,422.37,410.44
19-02-2016,422.73,423.1,417.6,420.79,413.76
20-02-2016,421.6,441.98,421.6,437.16,413.31
21-02-2016,437.77,448.05,429.08,438.8,418.09
22-02-2016,438.99,439.05,432.92,437.75,418.04
23-02-2016,438.26,439.86,417.82,420.74,416.39
24-02-2016,420.96,425.55,413.91,424.95,417.18
25-02-2016,425.04,427.72,420.42,424.54,417.95
26-02-2016,424.63,432.15,421.62,432.15,426.77
27-02-2016,432.84,434.23,428.1,432.52,424.23
28-02-2016,432.57,435.68,423.82,433.5,416.52
29-02-2016,433.44,441.51,431.69,437.7,414.82
01-03-2016,437.92,439.65,432.32,435.12,416.73
02-03-2016,435.13,435.92,423.99,423.99,417.96
03-03-2016,423.91,425.37,419.41,421.65,420.87
04-03-2016,421.84,425.18,410.94,410.94,420.9
05-03-2016,410.78,411.26,394.04,400.57,421.44
